nID;nID_SubjectOrgan;sNameUa;sNameRu;sID_Privat;sID_Public;sGeoLongitude;sGeoLatitude;nID_Region;nID_City;sID_UA
1;1;м.Вiнниця, вул.Театральна, 10;м.Вiнниця, вул.Театральна, 10;130500;130500;28.46353;49.23555;NULL;NULL;500000000
